id,company,country,countryregion,product_categories,brandnames,link_details
46390,Abi Sourcing,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46390
46391,Abide Orme San. Tic. Ltd. Sti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46391
27504,"Abilhetex - Industria Textil, Lda",Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27504
27760,Abir Fashions,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27760
38845,ABIRAMI FASHION,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38845
31874,Aayush Spintex Private Limited,India (IN),Madhya Pradesh,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31874
22361,Abanti Colour Tex Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Fabrics, Garments, Ladieswear, Men's wear, Sportswear, Underwear, Socks",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/22361
42883,ABC ITALIA SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42883
18319,"Abdullaeva International Trade Co, California \"C\" Corporation; DBA Sleep & Beyond",United States (US),California,"Babywear, Fabrics, Raw Fibres, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/18319
27692,ABE COTTON Tekstil Sanayi ve Tic. Ltd. Şti.,Türkiye (TR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27692
40939,ABF KNIT WEAR LTD.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Leasure wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40939
35511,Abraham Dürninger & Co GmbH,Germany (DE),NULL,"Babywear, Children's wear, Garments, Ladieswear, Men's wear, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35511
39315,ABS Confection,Tunisia (TN),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39315
38132,"Absolutarget Unipessoal, Lda",Portugal (PT),NULL,"Garments, Ladieswear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38132
46110,Absolute Apparel Ltd,United Kingdom (GB),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46110
45010,Absolute Quality Wear Ltd.,Bangladesh (BD),Dhaka,"Babywear, Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45010
34226,ABT IPLIK SANAYI VE TICARET LIMITED SIRKETI,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34226
45091,Abul Kalam Spinning Mills Ltd.,Bangladesh (BD),Dhaka,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45091
19002,Acabados del Bages S.A.,Spain (ES),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/19002
27957,AMARAVATHI GARMENTS MFG. CO.,India (IN),Tamil Nadu,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27957
27444,Amaravathi Textiles,India (IN),Tamil Nadu,"Accessories, Fabrics, Garments, Home Textiles, Product category (other), Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/27444
32621,Ambadi Enterprises Ltd,India (IN),Haryana,"Yarns, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32621
40183,Ambal Home Tex,India (IN),Tamil Nadu,"Accessories, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40183
31790,Ambala Hammocks,India (IN),Tamil Nadu,"Fabrics, Yarns, Accessories, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31790
37261,Ambara Export,India (IN),Tamil Nadu,"Accessories, Babywear, Ladieswear, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37261
31931,Ambattur Fashion India Private Limited,India (IN),Tamil Nadu,"Children's wear, Fabrics, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31931
15941,Amber Denim Mills Ltd.,Bangladesh (BD),Dhaka,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/15941
43798,AMBER INTERNATIONAL LLP,India (IN),Maharashtra,"Accessories, Fabrics, Home Textiles, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43798
32958,Ambertex Universal Export,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Home Textiles, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/32958
398,Ambika Cotton Mills Limited,India (IN),Tamil Nadu,"Fabrics, Yarns, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/398
45279,Ambika Knits Pvt Ltd,India (IN),Haryana,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45279
31809,AMBITION APPAREL,Pakistan (PK),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31809
18084,Ambrogio Pessina Srl,Italy (IT),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/18084
35720,AMCOMPANY,"Korea, Republic of (KR)",NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35720
38879,Amcoprint Ltd.,Bulgaria (BG),NULL,"Babywear, Ladieswear, Leasure wear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38879
39580,Amex Knitting & Dyeing Industries Ltd. (Unit -2) Garments Division,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Garments, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39580
44394,Amiha Agro Private Limited,India (IN),Gujarat,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44394
45628,Amiha Fibres Private Limited,India (IN),Gujarat,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45628
46086,AMIT AGRI,India (IN),Gujarat,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46086
41489,AMIT COT FIBRE,India (IN),Maharashtra,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41489
44389,Aarnav Fashions Ltd.,India (IN),Gujarat,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44389
31966,Aarni Impex,India (IN),Tamil Nadu,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31966
43797,AB COTTON TEXTILES PVT. LTD,India (IN),Punjab,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/43797
39707,AB Mart Fashion Wear Ltd.,Bangladesh (BD),Dhaka,"Babywear, Children's wear, Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39707
34462,ABA Fashions Limited,Bangladesh (BD),Dhaka,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34462
26657,Aba Tekstil Orme San. Ve Tic. A.S.,Türkiye (TR),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/26657
39415,ABARNA EXPORTS,India (IN),Tamil Nadu,"Babywear, Children's wear, Fabrics, Ladieswear, Men's wear, Yarns, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39415
38625,"Abílio Freire, Lda",Portugal (PT),NULL,"Fabrics, Home Textiles, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38625
6844,Abinaya Grineters,India (IN),Tamil Nadu,"Accessories, Fabrics, Home Textiles, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/6844
29375,ACARSOY TEKSTIL TICARET VE SANAYI A.S. BURSA BOYAHANE SUBESI,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29375
38848,"ACATEX,S.L.",Spain (ES),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38848
29178,ACCORD KNITS SA,Madagascar (MG),NULL,"Garments, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29178
21251,ACE Apparels (Pvt) Ltd.,Sri Lanka (LK),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/21251
36428,ACE Tex,India (IN),Tamil Nadu,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36428
44903,ACT BEAUTY,France (FR),NULL,"Accessories, Babywear, Ladieswear, Men's wear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44903
41085,ACT FOR FASHION LTD,Bulgaria (BG),NULL,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41085
34694,ACTIVITE CREATION TISSAGE 3 (A.C.T.3),France (FR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/34694
42965,Adam Exports,India (IN),Maharashtra,Ladieswear,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42965
377,Adam Matheis GmbH & Co. KG,Germany (DE),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/377
39373,Adams Screen Printers,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39373
29346,ADANA MENSUCAT SANAYI TICARET ANONIM SIRKETI,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29346
46392,Adarsh Knit Wear Private Limited,India (IN),Tamil Nadu,"Babywear, Ladieswear, Children's wear, Fabrics, Men's wear, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46392
38804,ADEN DIS TICARET VE TEKSTIL SANAYI ANONIM SIRKETI,Türkiye (TR),NULL,"Leasure wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/38804
45008,AGROBLISS COMMODITIES,India (IN),Gujarat,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45008
36007,Agylin,France (FR),NULL,Raw Fibres,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36007
46394,Ahujasons Shawlwale Pvt. Ltd.,India (IN),Uttar Pradesh,"Accessories, Ladieswear, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46394
41179,AIFAZ COTTEX PRIVATE LIMITED,India (IN),Maharashtra,"Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/41179
31720,Aikhya Impex Private Limited,India (IN),Tamil Nadu,"Babywear, Children's wear, Ladieswear, Men's wear, Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31720
46395,Aishverya Textile Dyerrs,India (IN),Tamil Nadu,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46395
36484,Adifafe Acessórios Texteis Lda,Portugal (PT),NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36484
45009,Adinath Dyeing & Finishing Mills,India (IN)<br>Punjab,Punjab,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45009
20112,Adisankara Spinning Mills (P) Ltd.,India (IN),Tamil Nadu,"Fabrics, Yarns, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/20112
35571,Adlico Textile ApS,Denmark (DK),NULL,"Fabrics, Product category (other)",Mind the Maker,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35571
39215,ACCOPPIATURA PRATESE SRL,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39215
46012,ACHIEVER APPARELS PVT. LTD,India (IN),Haryana,"Ladieswear, Children's wear, Fabrics, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46012
29318,Achille Valera Lissoni srl,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/29318
36997,Acme Tekstil San. Ic Ve Dis Tic. A.S.,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/36997
15166,ACS Towel Ltd.,Bangladesh (BD),Dhaka,"Accessories, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/15166
44391,Aiswarya and Company,India (IN),Tamil Nadu,"Accessories, Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44391
46396,Akarteks Tekstil San. Ve Tic.A.S.,Türkiye (TR),NULL,"Ladieswear, Children's wear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46396
31949,Acatel - Acabamentos Têxteis SA,Portugal (PT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/31949
28148,Achille Pinto SpA,Italy (IT),NULL,"Fabrics, Yarns, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28148
25757,ACL - Impex Lda,Portugal (PT),NULL,Home Textiles,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/25757
42647,ACME YARNS PVT LTD,India (IN),Gujarat,"Fabrics, Raw Fibres, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42647
37293,Acne Studios,Sweden (SE),NULL,"Ladieswear, Men's wear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37293
40806,Acorap GmbH,Germany (DE),NULL,"Babywear, Children's wear, Ladieswear, Men's wear, Socks",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/40806
44093,Acquafox LDA,Portugal (PT),NULL,"Garments, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44093
39467,Acro Texture spa,Italy (IT),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39467
39610,Acrop International LLP,India (IN),Gujarat,"Yarns, Product category (other)",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39610
35388,ACT BEAUTY,France (FR),NULL,"Accessories, Hygiene products",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/35388
30304,Active Clothing Co Ltd,India (IN),Punjab,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30304
30926,ACTUAL TEXTILES,Madagascar (MG),NULL,"Garments, Accessories",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30926
44609,ADA DESIGN ULUSLARARASI TEKSTIL SANAYI VE TICARET ANONIM SIRKETI,Türkiye (TR),NULL,"Babywear, Children's wear, Ladieswear",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44609
37944,Ada Emprime Baskı Tekstil San. Ve Tic. Ltd. Şti.,Türkiye (TR),NULL,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/37944
42183,"Adalberto Textile Solutions, S.A.",Portugal (PT),NULL,"Fabrics, Home Textiles",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/42183
45297,Adhithiya Textiles Process,India (IN),Tamil Nadu,Fabrics,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/45297
39965,ADM Promotions Hong Kong Ltd,Hong Kong (HK) - SAR of China,NULL,Accessories,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/39965
33741,admixx GmbH,Germany (DE),NULL,"Babywear, Garments, Accessories, Home Textiles, Hygiene products",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/33741
44545,ADN COUTURE,France (FR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/44545
28087,AKDEM MAĞAZACILIK TİC.LTD.ŞTİ.,Türkiye (TR),NULL,Garments,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/28087
46959,Akdeniz Iplik San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,Yarns,NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46959
30173,Akdoganlar Tekstil Makina San. ve Tic. Ltd. Sti.,Türkiye (TR),NULL,"Fabrics, Yarns",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30173
46397,Akdoku Giyim San. Ve Tic. Ltd. Sti.,Türkiye (TR),NULL,"Ladieswear, Fabrics",NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/46397
30080,AKINAL SENTETIK TEKSTIL SAN VE TIC A.S.,Türkiye (TR),NULL,Product category (other),NULL,/find-suppliers-shops-and-inputs/certified-suppliers/database/search_result/30080
